OID_,Join_Count,Survey_to_Reef_Dist,TARGET_FID,SPECIES_CD,LIFE_STAGE,PRES,PRES2,N,SOURCE,LON_M,LAT_M,Habitat,Mangrove_Dist,Depth,StDev_Depth,Slope,Curvature,Plan_Curve,BPI_Fine,BPI_Broad,Rugosity,Mean_Sum_Temp,Mean_Sum_DO,Mean_Sum_Sal,Mean_Win_Temp,Mean_Win_DO,Mean_Win_Sal,OBJECTID_1,Source_1,Zone_,GeoForm,GeoformDet,GeoformD_1,BioCover,BioCoverDe,PercentBio,PercentCor,CMECS_Geo,CMECS_Bio,ClassLv0,ClassLv1,ClassLv2,ClassLv3,ClassLv4,Shape_Leng,AREA,PERIMETER,PA_Ratio,NEAR_FID,NEAR_DIST,Patch_ID,Coral_Reef_and_Hardbottom,Not_Classified,Seagrass,Unconsolidated_Sediment,Reef_Dist
135,1,7.110862514296452,265,LUT GRIS,SUBADULT,1,PRESENCE,5.000000000000000,REEF VISUAL CENSUS,286370.270299999974668,124462.927200000005541,3,4882.071289000000434,-7.873075962000000,0.081184350000000,1.123511434000000,-0.310657501000000,-0.159100324000000,-9,64,1.000035644000000,30.494546889999999,6.056068420000000,35.510974879999999,23.419569020000001,6.917010307000000,36.532131200000002,0,Biscayne Bay NPS, ,Patch Reefs,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,102.114837170000001,771.170237923611126,102.087760692454410,7.55399308098067,6368,3.507527795085537,7022,92657.751000067844871,,687278.903317559743300,5459.494262202992104,1140.1828613
136,1,10.683989191124660,266,LUT GRIS,SUBADULT,1,PRESENCE,7.000000000000000,REEF VISUAL CENSUS,286378.109400000015739,124495.105500000005122,3,4901.213378999999804,-7.692059994000000,0.042544805000000,0.586871862000000,0.122852325000000,0.023779724000000,605,64,1.000003576000000,30.494447709999999,6.056132793000000,35.510974879999999,23.420326230000001,6.916824818000000,36.533332819999998,0,Biscayne Bay NPS, ,Patch Reefs,Aggregated Patch Reefs, , , , , ,G_B_S_AP,B_A_B,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,206.054581060999993,2189.869693179702153,206.020777653645865,10.6293633007309,7022,3.507527795085537,6368,94960.123072933653020,,682693.658647036179900,7742.599450255129341,1115.6854248
137,1,0.000000000000000,267,LUT GRIS,SUBADULT,1,PRESENCE,20.750000000000000,REEF VISUAL CENSUS,281843.337699999974575,115516.431299999996554,1,4382.848632999999609,-7.327951908000000,0.033366300000000,0.423745394000000,-0.184608459000000,0.011292401000000,-9,-8,1.000014067000000,30.480524060000000,6.076548576000000,35.527797700000001,23.194097520000000,6.933511734000000,36.188186649999999,0,Biscayne Bay NPS, ,Patch Reefs,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,117.110991936000005,1056.228967787866623,117.114023712662970,9.01880863029097,3396,156.648129149480724,3727,18634.361274173461425,,738641.981159370276146,28119.746440862043528,3746.1730957
138,1,0.000000000000000,268,LUT GRIS,SUBADULT,1,PRESENCE,17.000000000000000,REEF VISUAL CENSUS,281851.416099999973085,115512.049100000003818,1,4389.919922000000042,-7.281331539000000,0.056041665000000,0.765403092000000,0.064594269000000,0.157839060000000,-9,-8,1.000017047000000,30.480491640000000,6.076656818000000,35.527748109999997,23.194801330000001,6.933474541000000,36.188186649999999,0,Biscayne Bay NPS, ,Patch Reefs,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,117.110991936000005,1056.228967787866623,117.114023712662970,9.01880863029097,3396,156.648129149480724,3727,19227.958931198358187,,735959.381257908768021,30209.390998671566194,3739.1020508
139,1,0.000000000000000,269,LUT GRIS,SUBADULT,1,PRESENCE,1.500000000000000,REEF VISUAL CENSUS,284861.280900000012480,125618.751999999993131,1,3001.061768000000029,-6.827521801000000,0.083227292000000,1.126524925000000,0.482084274000000,0.172163576000000,605,64,1.000039697000000,30.469419479999999,6.037992001000000,35.510974879999999,23.224325180000001,6.929870605000000,36.654041290000002,0,Biscayne Bay NPS, ,Patch Reefs,Aggregated Patch Reefs, , , , , ,G_B_S_AP,B_A_B,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,172.001146591999998,1680.375244374693921,171.939714735300356,9.773048925675,7267,32.443742084413316,6345,20278.800736786030029,,765117.630325261969119,,2398.8476562
140,1,2.990100000053644,270,LUT GRIS,SUBADULT,1,PRESENCE,3.500000000000000,REEF VISUAL CENSUS,286056.563100000028498,132890.629699999990407,3,2789.852782999999818,-7.040764809000000,0.195600510000000,2.634858131000000,-0.978979111000000,0.048519850000000,605,-8,1.000322700000000,30.393598560000001,6.082814693000000,35.541881560000000,23.200912480000000,6.960883617000000,36.540813450000002,0,Biscayne Bay NPS, ,Patch Reefs,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,156.422784137000008,1835.703333495410561,156.469848396688462,11.7319940698189,8046,74.267793339835819,8280,11094.779821799396814,,774301.559163546422496,,3323.4018555
141,1,1.396110616619514,271,LUT GRIS,SUBADULT,1,PRESENCE,0.500000000000000,REEF VISUAL CENSUS,283403.583700000017416,116941.828200000003562,1,4572.493652000000111,-6.179154873000000,0.124299601000000,1.493849397000000,-0.464063644000000,-0.014664924000000,-9,137,1.000204921000000,30.483093260000000,6.075654507000000,35.510974879999999,23.292430880000001,6.935306549000000,36.171695710000002,0,Biscayne Bay NPS, ,Patch Reefs,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,169.239557732999998,1651.890173606474036,169.218054519550009,9.7619026426972,3333,8.893195443910459,3332,277247.639895804633852,,408755.645232780894730,99392.743784489706741,3005.8935547
142,1,0.000000000000000,272,LUT GRIS,SUBADULT,1,PRESENCE,0.500000000000000,REEF VISUAL CENSUS,286285.663500000024214,119944.555900000006659,1,6207.781737999999677,-9.883000374000000,0.084544063000000,1.125444412000000,-0.064823151000000,-0.072036944000000,-9,-8,1.000045896000000,30.500965120000000,6.069076538000000,35.510974879999999,23.475021360000000,6.935595512000000,36.119224549999998,0,Biscayne Bay NPS, ,Patch Reefs,Aggregated Patch Reefs, , , , , ,G_B_S_AP,B_A_B,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,169.274500700999994,1504.151977007498999,169.222553698493812,8.88860228221982,4320,1.271606328046537,2731,92740.479469301979407,,637067.248218081425875,55588.400768529521883,1326.2132568
143,1,8.427293049648002,273,LUT GRIS,SUBADULT,1,PRESENCE,0.500000000000000,REEF VISUAL CENSUS,286276.516100000008009,119958.899199999999837,8,6191.568358999999873,-10.204039570000001,0.070826791000000,0.845580876000000,-0.183227539000000,0.098704703000000,-9,-8,1.000074863000000,30.500967030000002,6.068985462000000,35.510974879999999,23.473819729999999,6.935587406000000,36.122379299999999,0,Biscayne Bay NPS, ,Patch Reefs,Aggregated Patch Reefs, , , , , ,G_B_S_AP,B_A_B,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,169.274500700999994,1504.151977007498999,169.222553698493812,8.88860228221982,4320,1.271606328046537,2731,91360.472758804418845,,639511.010792675777338,54525.242559658508981,1335.0000000
144,1,6.323359213775551,274,LUT GRIS,SUBADULT,1,PRESENCE,0.500000000000000,REEF VISUAL CENSUS,284472.485800000024028,117560.028800000000047,3,5385.681152000000111,-7.867689610000000,0.254590243000000,3.533379078000000,0.685419083000000,0.080435939000000,605,64,1.000205874000000,30.486444469999999,6.076801300000000,35.510974879999999,23.371875760000002,6.935726643000000,36.130973820000001,0,Biscayne Bay NPS, ,Patch Reefs,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,304.137870935000024,5484.247336909192200,304.097020880173147,18.0345316144028,2672,5.017253839428369,3258,292858.383948614588007,,492537.636999341193587,,2192.7060547
145,1,0.000000000000000,275,LUT GRIS,SUBADULT,1,PRESENCE,0.500000000000000,REEF VISUAL CENSUS,290457.393999999971129,143384.809500000003027,1,13211.271479999999428,-8.531997681000000,0.121320456000000,1.706558824000000,-0.028423309000000,0.013740537000000,-9,137,1.000001311000000,30.354804990000002,6.095801353000000,35.517711640000002,23.655530930000001,6.916172981000000,35.643569950000000,0,SE Florida NSU, ,Coral Reef and Colonized Hardbottom,Aggregated Patch Reef,Aggregated Patch Reef-Shallow, , , , ,G_B_S_AP_SH,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef (Shallow),4102.776569169999675,162625.922578544879798,4100.573308974677275,39.6593135458926,8298,0.000000000000000,8336,168656.969323552824790,,44644.345324655871082,572095.199789151316509,294.1421509
146,1,0.000000000000000,282,LUT GRIS,SUBADULT,1,PRESENCE,5.500000000000000,REEF VISUAL CENSUS,160667.011599999997998,25962.507900000000518,1,6189.558594000000085,-7.618983746000000,0.051294465000000,0.711884856000000,-0.142522812000000,-0.039409380000000,-9,137,1.000004292000000,30.389255519999999,6.120968342000000,35.632396700000001,24.558914179999999,6.862060070000000,36.136798859999999,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Aggregated Patch Reef, , , , , ,G_B_S_AP,B_R_S__S,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,675.760717120999971,18513.261340439948981,675.796249810199697,27.3947382005145,478,4.344883454018726,945,105975.403045073515386,,497726.198975464038085,181694.584690767194843,1911.8123779
147,1,0.000000000000000,283,LUT GRIS,SUBADULT,1,PRESENCE,7.500000000000000,REEF VISUAL CENSUS,160608.241000000009080,25956.027870000001712,1,6169.705565999999635,-7.947659969000000,0.010538032000000,0.145664573000000,0.028755188000000,0.025821054000000,-9,137,1.000000358000000,30.388973239999999,6.121119976000000,35.634689330000000,24.559440609999999,6.861753464000000,36.137138370000002,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Aggregated Patch Reef, , , , , ,G_B_S_AP,B_R_S__S,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,675.760717120999971,18513.261340439948981,675.796249810199697,27.3947382005145,478,4.344883454018726,945,99134.568106421953416,,522437.331514253572095,163824.101945026690373,1931.6652832
148,1,0.000000000000000,284,LUT GRIS,SUBADULT,1,PRESENCE,0.500000000000000,REEF VISUAL CENSUS,273077.947700000018813,92257.701950000002398,1,7729.116699000000153,-4.479401588000000,0.105278686000000,1.323527575000000,0.868482590000000,0.185050994000000,1220,137,1.000171423000000,30.318222049999999,6.154574394000000,35.608467099999999,23.617525100000002,6.896053314000000,36.434490199999999,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Aggregated Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_AP,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,"Aggregated Patch Reef, Algae (Discontinuous)",399.860843466000006,8095.125406348772231,399.889793237594915,20.2433909123033,1762,78.111009348121911,1761,95963.556902991345851,,250308.620385554502718,439123.857437682803720,1119.8885498
149,1,0.000000000000000,285,LUT GRIS,SUBADULT,1,PRESENCE,8.500000000000000,REEF VISUAL CENSUS,273092.843400000012480,92299.877630000002682,1,7725.477050999999847,-4.592674255000000,0.164752647000000,2.256916523000000,-0.075492859000000,0.029478744000000,1220,137,1.000046015000000,30.319910050000001,6.154199600000000,35.606800079999999,23.616390230000000,6.896484375000000,36.433418269999997,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Aggregated Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_AP,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,"Aggregated Patch Reef, Algae (Discontinuous)",399.860843466000006,8095.125406348772231,399.889793237594915,20.2433909123033,1762,78.111009348121911,1761,95963.556902991345851,,249127.915190939791501,440305.519649887748528,1158.6752930
150,1,0.000000000000000,286,LUT GRIS,SUBADULT,1,PRESENCE,7.000000000000000,REEF VISUAL CENSUS,272794.357200000027660,92124.353749999994761,1,7497.964844000000085,-6.765697956000000,0.177766502000000,2.409620762000000,0.698226929000000,0.141622066000000,-9,-8,1.000112534000000,30.320734020000000,6.153782845000000,35.626937869999999,23.596382139999999,6.895387173000000,36.433120729999999,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,156.552218084999993,1504.044812475167873,156.539092101980742,9.60810997610313,5633,35.543199213075184,2653,147425.451859166641952,,263638.363422515743878,374332.042551093618385,1129.8023682
151,1,0.000000000000000,289,LUT GRIS,SUBADULT,1,PRESENCE,3.068000000000000,REEF VISUAL CENSUS,264110.515499999979511,77213.527480000004289,1,9279.823242000000391,-8.818071365000000,0.346892715000000,4.813025951000000,-1.054779053000000,-0.236852691000000,-9,64,1.000300527000000,30.066631319999999,6.181519985000000,35.583965300000003,23.814237590000001,6.892508507000000,36.270244599999998,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",339.089653724000016,8529.229638706721744,338.887646610165120,25.1683108665162,1353,13.244719686659552,1531,300466.643392867757939,,379029.404776556999423,105900.345811044055154,140.7106781
152,1,0.000000000000000,290,LUT GRIS,SUBADULT,1,PRESENCE,3.625000000000000,REEF VISUAL CENSUS,264128.609100000001490,77229.120680000007269,1,9293.610351999999693,-7.833960533000000,0.116022326000000,1.608633995000000,0.476585388000000,0.135053426000000,1220,137,1.000039697000000,30.065929409999999,6.181586266000000,35.582916259999998,23.812896729999999,6.892796516000000,36.270339970000002,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",339.089653724000016,8529.229638706721744,338.887646610165120,25.1683108665162,1353,13.244719686659552,1531,303618.465569506457541,,373139.680100631376263,108638.278270191323827,126.9238815
153,1,0.000000000000000,293,LUT GRIS,SUBADULT,1,PRESENCE,8.750000000000000,REEF VISUAL CENSUS,207173.601800000004005,41812.017260000000533,1,5645.788085999999566,-9.309989929000000,0.016022168000000,0.221199125000000,0.037223816000000,0.003248719000000,-9,-8,1.000000715000000,30.553400040000000,6.093573093000000,35.517902370000002,23.897190089999999,6.915495872000000,36.001667019999999,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Aggregated Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_AP,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,"Aggregated Patch Reef, Algae (Discontinuous)",206.240867756999990,2504.524464273829381,206.286562878863180,12.1409966278053,874,18.986464938122136,787,61822.511778957421484,,464684.363886206003372,258889.772634064487647,2458.3051758
154,1,0.838606686381977,294,LUT GRIS,SUBADULT,1,PRESENCE,25.750000000000000,REEF VISUAL CENSUS,203566.849400000006426,40703.000229999997828,4,4805.803222999999889,-8.724730492000001,0.091499954000000,1.259978533000000,-0.197429657000000,-0.123396412000000,-9,-8,1.000012994000000,30.521099090000000,6.112983227000000,35.776699069999999,23.773361210000001,6.899650574000000,36.049827579999999,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Unknown, , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,1858.894202709999945,72122.052183501131367,1859.233138327055030,38.7912901812824,258,4.457937163071083,257,75795.945835355189047,,453000.165733407076914,256599.528311156231211,1518.8582764
155,1,0.000000000000000,295,LUT GRIS,SUBADULT,1,PRESENCE,13.500000000000000,REEF VISUAL CENSUS,203533.460800000000745,40690.807869999996910,1,4803.376465000000280,-8.293495178000001,0.090348855000000,1.250820518000000,-0.094276428000000,0.020871421000000,-9,-8,1.000018716000000,30.521059040000001,6.113053799000000,35.778526309999997,23.772068019999999,6.899813652000000,36.049739840000001,0,Keys NOAA,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Unknown, , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,1858.894202709999945,72122.052183501131367,1859.233138327055030,38.7912901812824,258,4.457937163071083,257,76903.078770336418529,,456564.350818626408000,251928.978443173051346,1533.7972412
156,1,0.000000000000000,297,LUT GRIS,SUBADULT,1,PRESENCE,0.500000000000000,REEF VISUAL CENSUS,160440.013500000000931,25929.920600000001286,1,6135.000000000000000,-8.063613891999999,0.030024623000000,0.419448763000000,-0.010971069000000,-0.007787706000000,-9,137,1.000000119000000,30.388124470000001,6.121555328000000,35.641536709999997,24.560386659999999,6.860797405000000,36.137969970000000,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Aggregated Patch Reef, , , , , ,G_B_S_AP,B_R_S__S,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,1829.059300729999904,60265.273950062808581,1829.359584467786135,32.943372348305,948,6.957686420516328,946,89283.722048323368654,,558355.712069737375714,137756.604338101082249,1977.0815430
157,1,0.000000000000000,298,LUT GRIS,SUBADULT,1,PRESENCE,0.500000000000000,REEF VISUAL CENSUS,161061.314000000013039,26054.442930000001070,1,6256.101563000000169,-7.903491020000000,0.062724777000000,0.872015178000000,-0.073320389000000,-0.025608880000000,-9,137,1.000003338000000,30.391710280000002,6.119786263000000,35.611732480000001,24.557773590000000,6.864904881000000,36.134441379999998,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Aggregated Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_AP,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,"Aggregated Patch Reef, Algae (Discontinuous)",400.948364984000023,9328.924404718592996,401.026913536754762,23.2625893420582,725,29.053435288258282,303,118494.903094522436731,,316710.128661849012133,350191.300564544391818,1845.2691650
158,1,0.000000000000000,299,LUT GRIS,SUBADULT,1,PRESENCE,33.000000000000000,REEF VISUAL CENSUS,202468.114200000010896,39814.450929999999062,1,5237.239257999999609,-7.523027897000000,0.026545884000000,0.364499390000000,0.083452225000000,0.007084952000000,-9,64,1.000002027000000,30.504985810000001,6.116078377000000,35.835895540000003,23.736093520000001,6.903929710000000,36.035415649999997,0,Unified Patch Reef Map v1.3,Lagoon,Coral Reef and Hardbottom,Individual Patch Reef, ,Algae, ,50%-90%,10%-50%,G_B_S_P_I,B_A_B__P,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,"Individual Patch Reef, Algae (Discontinuous)",826.548314215000005,43927.517793670762330,826.517410756164509,53.1477222645344,1077,365.713429679278590,1080,46880.286409401887795,,665851.601544993231073,72664.623012524330989,1143.0865479
159,1,0.000000000000000,300,LUT GRIS,SUBADULT,1,PRESENCE,6.750000000000000,REEF VISUAL CENSUS,160600.037199999991572,25920.607019999999466,1,6200.563476999999693,-8.103848457000000,0.032638807000000,0.454523683000000,0.023632050000000,0.007822853000000,-9,137,1.000000238000000,30.388660430000002,6.121225357000000,35.637622829999998,24.558017730000000,6.861275673000000,36.137115479999999,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Aggregated Patch Reef, , , , , ,G_B_S_AP,B_R_S__S,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,675.760717120999971,18513.261340439948981,675.796249810199697,27.3947382005145,478,4.344883454018726,945,97303.771556149353273,,543891.962184482719749,144200.663402729813242,1900.8073730
160,1,0.000000000000000,301,LUT GRIS,SUBADULT,1,PRESENCE,2.000000000000000,REEF VISUAL CENSUS,160595.932200000010198,25901.788970000001427,1,6218.492188000000169,-8.243069649000001,0.028583184000000,0.394558102000000,-0.112419128000000,-0.036092751000000,-9,64,1.000002384000000,30.388486860000000,6.121283531000000,35.639286040000002,24.557193760000001,6.861002922000000,36.137096409999998,0,Unified Patch Reef Map v1.3, ,Coral Reef and Hardbottom,Aggregated Patch Reef, , , , , ,G_B_S_AP,B_R_S__S,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,675.760717120999971,18513.261340439948981,675.796249810199697,27.3947382005145,478,4.344883454018726,945,96358.923982636944856,,551839.586417309008539,137197.690385236928705,1882.8784180
161,1,0.000000000000000,310,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,281347.061999999976251,111531.888999999995576,1,6154.402831999999762,-9.120390892000000,0.066208981000000,0.924016356000000,0.145343781000000,0.101653405000000,-9,-81,1.000003815000000,30.451560969999999,6.108802319000000,35.518192290000002,23.354066849999999,6.912599087000000,36.208793640000003,0,Biscayne Bay NPS, ,Patch Reefs,Aggregated Patch Reefs, , , , , ,G_B_S_AP,B_A_B,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,590.131088262000048,7423.390731301623418,590.204329884115282,12.5776622695384,1807,13.514301609636080,1680,138643.756398205761798,,641475.204859856981784,5277.016553425062739,3121.9238281
162,1,0.000000000000000,311,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,281342.008399999991525,111535.182000000000698,1,6147.331543000000238,-9.027405739000001,0.058653183000000,0.790856361000000,0.048263550000000,0.020803897000000,-9,-8,1.000014424000000,30.451669689999999,6.108729839000000,35.518272400000001,23.353271480000000,6.912669659000000,36.208927150000001,0,Biscayne Bay NPS, ,Patch Reefs,Aggregated Patch Reefs, , , , , ,G_B_S_AP,B_A_B,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,590.131088262000048,7423.390731301623418,590.204329884115282,12.5776622695384,1807,13.514301609636080,1680,138904.177057254244573,,641214.978549832245335,5277.016553425062739,3128.9948730
163,1,0.000000000000000,312,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,280909.808399999979883,112423.271099999998114,1,5345.752440999999635,-5.685234070000000,0.053236227000000,0.723004878000000,0.399810791000000,0.189167380000000,605,64,1.000024676000000,30.466007229999999,6.097908497000000,35.532234189999997,23.256490710000001,6.921126366000000,36.229442599999999,0,Biscayne Bay NPS, ,Patch Reefs,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,108.127892850999999,886.988964963128865,108.120007165322363,8.2037449702243,3827,88.237031896725483,2770,73169.913469344435725,,712226.377208619378507,,3930.5739746
164,1,0.000000000000000,313,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,280914.788500000024214,112432.163599999999860,1,5346.610351999999693,-5.648066998000000,0.047437210000000,0.603505194000000,0.379045486000000,0.110104531000000,605,64,1.000038266000000,30.466077800000001,6.097868919000000,35.532302860000001,23.256397249999999,6.921144009000000,36.229396819999998,0,Biscayne Bay NPS, ,Patch Reefs,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,108.127892850999999,886.988964963128865,108.120007165322363,8.2037449702243,3827,88.237031896725483,2770,74681.577647716156207,,710714.597171362373047,,3929.7160645
165,1,7.981807012254507,314,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,286183.462500000023283,124576.941999999995460,3,4739.350097999999889,-6.609715462000000,0.161799282000000,2.251649380000000,-0.409839630000000,-0.048201829000000,605,137,1.000052333000000,30.492185589999998,6.054293156000000,35.510974879999999,23.397745130000001,6.918014050000000,36.558143620000003,0,Biscayne Bay NPS, ,Patch Reefs,Aggregated Patch Reefs, , , , , ,G_B_S_AP,B_A_B,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Aggregated Patch Reef,Aggregated Patch Reef,488.872748156999990,6728.623157493577310,488.677434835356337,13.7690482061251,6984,2.049657800685160,5726,106865.768508634209866,,671838.578280019341037,6691.768685823204578,1277.5483398
166,1,0.000000000000000,315,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,286179.624599999981001,124548.113100000002305,1,4721.923827999999958,-7.016906261000000,0.354547143000000,4.974874496000000,-0.459270477000000,-0.383767605000000,605,137,1.000077009000000,30.492309570000000,6.054267406000000,35.510974879999999,23.397523880000001,6.918128014000000,36.556777949999997,0,Biscayne Bay NPS, ,Patch Reefs,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,80.997905365999998,504.218007994046957,80.994058360314369,6.22537033211691,5726,2.049657800685160,6984,105964.943960132324719,,674435.531073050457053,4995.788889503685823,1294.9747314
167,1,0.000000000000000,316,LUT GRIS,SUBADULT,0,ABSENCE,0.000000000000000,REEF VISUAL CENSUS,286361.552700000000186,124723.217399999994086,1,4871.280273000000307,-6.416962147000000,0.095726438000000,1.318007112000000,0.605897903000000,0.282545984000000,605,137,1.000052094000000,30.493000030000001,6.055851936000000,35.510974879999999,23.415864939999999,6.916302204000000,36.549671170000003,0,Biscayne Bay NPS, ,Patch Reefs,Individual Patch Reef, , , , , ,G_B_S_P_I,B_R_S_C,Coral Reef and Hardbottom,Individual or Aggregated Patch Reef,Individual or Aggregated Patch Reef,Individual Patch Reef,Individual Patch Reef,138.513521153999989,966.294074946002979,138.583847857889225,6.97263129781826,7510,3.419610284174259,7380,140157.830173948226729,,637495.964558698353358,7742.599450255129341,1042.4874268
